bid_no,project_no,source_file,source_sheet,source_row,facility,scope_multiplier_scenario_low,scope_multiplier_scenario_high,scope_multiplier_basis,element_context,heading_context,row_type,item_code,description,trade_group,unit_raw,unit_normalized,quantity_base,quantity_formula,quantity_scaled_low,quantity_scaled_high,rate_ugx,rate_formula,amount_ugx,amount_formula,is_priced,qc_flag
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,25,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.1,Sundries,total,,Total Substructure,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,27,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,,heading,,ELEMENT NO.2: WALLING AND FRAME,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,28,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Reinforced in-situ concrete class 25/12mm aggregate in;-,heading,,Reinforced in-situ concrete class 25/12mm aggregate in;-,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,29,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Reinforced in-situ concrete class 25/12mm aggregate in;-,item,A,Ringbeam,급배수·위생,CM,m³,2.6280000000000006,=(6.1*4+7.9*2+0.9*4)*0.2*0.3,2.6280000000000006,2.6280000000000006,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,30,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,"Hot rolled High yield ribbed steel bar reinforcement to BS 4449 as described including cutting to lengths, bending, hoisting and fixing including all necessary tying wire and spacing blocks.",heading,,"Hot rolled High yield ribbed steel bar reinforcement to BS 4449 as described including cutting to lengths, bending, hoisting and fixing including all necessary tying wire and spacing blocks.",급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,31,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,"Hot rolled High yield ribbed steel bar reinforcement to BS 4449 as described including cutting to lengths, bending, hoisting and fixing including all necessary tying wire and spacing blocks.",item,B,12mm Diameter bars (T12,급배수·위생,Kg,kg,140.0,,140.0,140.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,32,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,"Hot rolled High yield ribbed steel bar reinforcement to BS 4449 as described including cutting to lengths, bending, hoisting and fixing including all necessary tying wire and spacing blocks.",item,C,8mm Diameter bars,급배수·위생,Kg,kg,49.0,,49.0,49.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,33,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,"Hot rolled High yield ribbed steel bar reinforcement to BS 4449 as described including cutting to lengths, bending, hoisting and fixing including all necessary tying wire and spacing blocks.",item,D,R08 stirrups cast in ring beam at every truss position for fastening trusses(MS),급배수·위생,Kg,kg,55.0,,55.0,55.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,34,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Sawn treated formwork to;,heading,,Sawn treated formwork to;,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,35,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Sawn treated formwork to;,item,E,sides and bottom of Ring beam,급배수·위생,SM,m²,34.0,,34.0,34.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,36,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Brickwork,heading,,Brickwork,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,37,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Brickwork,item,F,150mm thick well burnt clay brick walling bedded and jointed in cement sand(1:3) mortor with and including 25x3mm thick hoop iron strips laid horizontally at every alternate coars,급배수·위생,SM,m²,152.0,,152.0,152.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,38,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Brickwork,item,,"DECORATIVE BRICK WALLING COMPRISING ""POMPEI BRICKS"" each size 180 x 180mm jointed in cement and sand (1:3) mortar and painted in coloured cement",급배수·위생,SM,m²,8.8,=2.2*1*4,8.8,8.8,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,39,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.2: WALLING AND FRAME,Brickwork,total,,Total Walling and Frame,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,41,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,,heading,,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,42,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,The following in roof construction including hoisting and fixing approximately 3.0mm above ground level.,heading,,The following in roof construction including hoisting and fixing approximately 3.0mm above ground level.,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,43,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,heading,,Sawn cypress pressure impregnated with preservative:-,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,44,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,A,75x100mm Tie beam,급배수·위생,Lm,m,49.0,,49.0,49.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,45,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,B,75x100mm Rafters,급배수·위생,Lm,m,50.0,,50.0,50.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,46,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,C,75x100mm wall plate,급배수·위생,Lm,m,26.0,,26.0,26.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,47,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,D,50x100mm struts and Ties,급배수·위생,Lm,m,46.0,,46.0,46.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,48,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,E,50x100mm purlins,급배수·위생,Lm,m,44.0,,44.0,44.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,49,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,F,225mm facia board well treated and painted with pproved paint,급배수·위생,Lm,m,43.0,,43.0,43.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,50,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,G,Roof Covering: Guage 26 pre-painted iron roofing sheets fixed with 2 side overlaps and 150mm end laps with and including approved roofing nails or galvanized steel drive screws with plastic washers to manufacturer's instructions.,급배수·위생,SM,m²,55.19,=(6.1+1)*(7.9+1)-8,55.19,55.19,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,51,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,H,Super V translucent sheets fixed on to roof structure with welded mesh underneath,급배수·위생,NO,no.,4.0,,4.0,4.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,52,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,J,300mm Wide ridge flashing,급배수·위생,LM,m,7.5,,7.5,7.5,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,53,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,K,130mm diameter half round PVC gutter,급배수·위생,LM,m,15.0,,15.0,15.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,54,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,L,Extra over gutter for outlet to suit 100mm diameter pipe.,급배수·위생,NO,no.,2.0,,2.0,2.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,55,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,N,Extra over gutter for bends,급배수·위생,NO,no.,2.0,,2.0,2.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,56,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,O,100mm diameter PVC down pipe,급배수·위생,LM,m,12.0,,12.0,12.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,57,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,P,Extra over for bends.,급배수·위생,NO,no.,4.0,,4.0,4.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,58,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,item,Q,Extra over for shoe.,급배수·위생,NO,no.,2.0,,2.0,2.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,59,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Sawn cypress pressure impregnated with preservative:-,total,,Total Roof Construction,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,61,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Doors,heading,,Doors,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,62,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Doors,total,A,Assemble and fix door and frame total overall size 900x2100mm high overall including 16mm solid bars at 75mm centre as ventilators 400mm high. Includings hinges,급배수·위생,No,no.,6.0,,6.0,6.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,63,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Windows,heading,,Windows,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,64,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Windows,total,,Total Doors and Windows,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,66,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,External Finishes,heading,,External Finishes,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,67,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,External Finishes,item,A,25mm thick cement : sand (1:4) extenal wall rendering in two coats steel trowelled hard and smooth on walls externally,급배수·위생,SM,m²,59.0,,59.0,59.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,68,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,External Finishes,item,B,Roughcast to rendered walls externally,급배수·위생,SM,m²,59.0,=D67,59.0,59.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,69,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,External Finishes,item,C,Prepare and apply three coats of weather guard paint to rendered walls externally,급배수·위생,SM,m²,59.0,=D68,59.0,59.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,70,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,External Finishes,total,,Total External Finishes,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,72,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Internal Finishes,heading,,Internal Finishes,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,73,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Internal Finishes,item,D,15mm Cement and sand (1:3) Wall plaster in two coats steel trowelled hard and smooth on wall or cement sand 1:3 mix internally,급배수·위생,SM,m²,98.0,,98.0,98.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,74,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Internal Finishes,item,E,25mm thick cement and sand (1:3) screed finished smooth with steel float,급배수·위생,SM,m²,43.0,,43.0,43.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,75,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Internal Finishes,item,F,Prepare and apply three coats of silk vinyl paint to plastered walls internally,급배수·위생,SM,m²,98.0,=D73,98.0,98.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,76,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Internal Finishes,total,,Total Internal Finishes,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,78,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Mechanical Installations,heading,,Mechanical Installations,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,79,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,heading,,Drainage,급배수·위생,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,80,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,A,PVC Gully Trap,급배수·위생,No,no.,3.0,,3.0,3.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,81,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,B,Floor Trap as ARMITAGE SHANKS complete with all accessories,급배수·위생,No,no.,4.0,,4.0,4.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,82,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,C,Soak Pit Size approx. 2500mm on top tapering to 1500mm and depth of 1500mm complete with hardcore and all accessories,급배수·위생,Item,item,1.0,,1.0,1.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,83,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,D,"Manhole 450 x 600mm in masonry brickwork, rendered smooth inside complete with benching, heavy duty manhole cover made out of concrete and angles and all accessories.",급배수·위생,No,no.,4.0,,4.0,4.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,84,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,E,"110mm PVC heavy gauge pipework buried in the ground to a fall of 1:60 complete with excavations, bedding, backfilling and all accessories.",급배수·위생,LM,m,15.0,,15.0,15.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,6-Stance water borne Toilet,85,6칸 수세식 화장실,1,1,General Summary 수량 1,ELEMENT NO.3 ROOF CONSTRUCTION & RAINWATER DISPOSAL,Drainage,item,F,"Wash hand basin with half pedestal complete with one center tap hole, white in color, wall bolts& brackets, Flexible tube 450mm long complete, 32mm chrome plated bottle trap, wall bolts, and 1/2"" Lever action pillar tap with chrome plated handles, 11/4"" chrome plated waste.",급배수·위생,No,no.,4.0,,4.0,4.0,,,,,False,unpriced_source
